,name,Pros,Cons
42,Pfizer,"['""Benefits are good and fair"" (in 689 reviews)', '""The people I work with and the job are great!"" (in 414 reviews)', '""Good work life balance and flexibility."" (in 265 reviews)', '""The purpose and culture are great"" (in 252 reviews)', '""Salary is good but deserved"" (in 204 reviews)']","['""The management is poor and things are chaotic."" (in 146 reviews)', '""Constant layoffs or fear of layoffs and revolving door for management."" (in 94 reviews)', '""some manager are micro"" (in 73 reviews)', '""Long hours that are not justified"" (in 47 reviews)', '""Middle and Upper management are lost and oblivious to what is effective in the real world."" (in 44 reviews)']"
43,Citigroup,"['""Citi offers good benefits and if you are a new hire you will get paid much more than an existing employee"" (in 1966 reviews)', '""The people you work with can be great and when that happens work can be really fun."" (in 1439 reviews)', '""Work life balance is good but it all depends on where you work and at your managers discretion."" (in 1229 reviews)', '""The pay is good and the facilties we are provided with are also good enough."" (in 961 reviews)', '""Team are good and culture"" (in 888 reviews)']","['""Poor management and lack of expertise."" (in 893 reviews)', '""Sometimes the work can be long hours and stressful depending on which departments you are in."" (in 612 reviews)', '""you have to meet good team and good manager"" (in 499 reviews)', '""It\'s January and we got the news about why are bonuses are low because of the Consent Order from the U.S. Government."" (in 432 reviews)', '""Extended working hours are glorified"" (in 418 reviews)']"
44,PepsiCo,"['""The pay is good and they don\'t care how much overtime it takes to complete a shift."" (in 1270 reviews)', '""We have good benefits and the people we work hand in hand are usually hard workers."" (in 1133 reviews)', '""The people there are great and they are always looking to push the boundaries in the food and beverage industry."" (in 768 reviews)', '""The people at the company were very supportive and culture is great."" (in 339 reviews)', '""Starting salary is good for a recent college graduate (though not for the actual work you have to do)"" (in 238 reviews)']","['""No work life balance with extremely huge workload and sometimes unrealistic expectation & unlimited overtime without pay."" (in 688 reviews)', '""Long hours and if your staff calls out you are expected to cover the route."" (in 639 reviews)', '""Poor management and HR."" (in 489 reviews)', '""Higher level managers have a lot on their plates and not a lot of time to work 1x1 with interns to really understand the job/business."" (in 233 reviews)', '""Long hours due to many vacancies"" (in 221 reviews)']"
45,Intel,"['""Intel is the one of the best company that provide the good benefit compare with other."" (in 2277 reviews)', '""Good work life balance if you know what is needed and inner circle of key folks."" (in 1986 reviews)', '""There are many great people at Intel and everybody has the same goals most of the time."" (in 1433 reviews)', '""The pay was good and I felt like I had control over my work schedule for the most part."" (in 904 reviews)', '""Intel offers a good salary and benefits however it isn\'t very fair in annual compensation increases."" (in 701 reviews)']","['""Poor management and lack of vision"" (in 603 reviews)', '""If your manager is bad (which is most of the time) your life will be miserable."" (in 527 reviews)', '""Frequent layoffs and reorgs demotivates teams spirit.Managers are biased."" (in 239 reviews)', '""Long hours and no enough information given out for a site that is more than likely closing"" (in 239 reviews)', '""Middle and upper management are in direct revolt against CEO and his plans."" (in 141 reviews)']"
46,Procter & Gamble,"['""Most people at Pearson are great to work with and want to do the right thing."" (in 635 reviews)', '""Good benefits when your employer doesn\'t actually have an issue when you use it."" (in 628 reviews)', '""Work life balance is pretty good and your schedule can be very flexible with options to work from home."" (in 259 reviews)', '""Good work life balance in the sales department of school and higher education but not in other areas"" (in 256 reviews)', '""I had great boss and colleagues"" (in 156 reviews)']","['""Management was poor and unfair at times"" (in 275 reviews)', '""low pay; usually never hear from anyone in the company unless you do something wrong"" (in 234 reviews)', '""Low salary and hard"" (in 196 reviews)', '""Massive layoffs and reorganizations year over year over year."" (in 152 reviews)', '""Bad managers and biased"" (in 138 reviews)']"
47,General Electric,"['""Flexibility and great people to work with"" (in 832 reviews)', '""real awesome and the benefits are good too"" (in 705 reviews)', '""I believe that most management at GE tries to help employees have a good work/life balance."" (in 568 reviews)', '""great culture and company outlook"" (in 451 reviews)', '""The pay is good if you are willing to put in sevens days a week all the time"" (in 448 reviews)']","['""But nooooo ... those who are at the bottom of the packing order pay the price of the poor management."" (in 411 reviews)', '""low salary and no significate increase"" (in 372 reviews)', '""I had four very good managers over 10 years that were very long time GE employees."" (in 226 reviews)', '""Long hours and lots of tasks"" (in 158 reviews)', '""Poor upper management."" (in 73 reviews)']"
48,IBM,"['""Good work life balance and good to be able to work from home although that’s often at the discretion of your manager"" (in 7071 reviews)', '""Flexible timings and work from home option(i gotta laptop thats why i enjoy this privilege)"" (in 4025 reviews)', '""The people are great and the Extreme Blue program was excellent for learning principles of product design."" (in 3845 reviews)', '""Good benefits; IBM prides itself on being a leader in Healthcare Benefits and incentives for healthy living."" (in 2607 reviews)', '""Good work culture and fun to work"" (in 2239 reviews)']","['""Salary is low and they do not have a process to make it good as per the work you do."" (in 4192 reviews)', '""Poor Management . . . . . . . . . . . . . ."" (in 2435 reviews)', '""• Hard to get a promotion unless you have a good manager that is respected and fights for you"" (in 1784 reviews)', '""Low pay with joke of a raise every year (if you even get one)."" (in 1366 reviews)', '""No Salary hike.No On site opportunity.Very few are lucky getting visas and traveled to on"" (in 1348 reviews)']"
49,MetLife,"['""I do appreciate my compensation and MetLife offers great benefits!"" (in 591 reviews)', '""2) Good work life balance...Except the last couple of weeks leading to a release."" (in 394 reviews)', '""until it changed and thought they are a mature player in the uk market; personal development; great people; international network"" (in 312 reviews)', '""Pay was good and great"" (in 173 reviews)', '""Very flexible sometimes you can work from home if you need to."" (in 99 reviews)']","['""Poor management and could not keep up with regulation changes"" (in 213 reviews)', '""Low salary for strong employees as compared to more tenured employees with low production"" (in 139 reviews)', '""There were some good managers there that understood that they looked good when their teams performed and developed their people accordingly."" (in 97 reviews)', '""Micro managed , bad calls, vendors, upper management had no clue what they’re doing"" (in 65 reviews)', '""poor leadership and future vision of company missing"" (in 62 reviews)']"
50,Prudential Financial,"['""People are nice and friendly."" (in 8 reviews)', '""Good Benefits"" (in 8 reviews)', '""Smart people and great culture"" (in 5 reviews)', '""Good benefits, pay and culture"" (in 4 reviews)', '""Good Work Life Balance"" (in 3 reviews)']","['""Furthermore, the salary here sucks."" (in 3 reviews)']"
51,Albertsons,"['""Might just be my store but most of the cashiers and clerks are great people."" (in 182 reviews)', '""the pros of this place were the benefits were good.. the lower staffis nice."" (in 176 reviews)', '""Flexible hours and worked with university school schedule"" (in 118 reviews)', '""Great coworkers that loved to help each other...always took time with customer\'s and showed them where to find things"" (in 98 reviews)', '""Flexible schedule and other stuff"" (in 67 reviews)']","['""management is poor"" (in 195 reviews)', '""Pay is low and non"" (in 182 reviews)', '""Bad managers all the time"" (in 103 reviews)', '""Horrible upper management."" (in 54 reviews)', '""No training"" (in 34 reviews)']"
52,Walt Disney,"['""HR does a great job offering benefits (such as heavily discounted backup care for children) that other companies don\'t"" (in 1004 reviews)', '""I worked on several animated series for Walt Disney TV Animation and the development people were great."" (in 743 reviews)', '""great coworkers....only because we all share the same misery day in and day out."" (in 219 reviews)', '""The classic Disney culture is great with a focus on team work and less individualistic."" (in 215 reviews)', '""Work life balance is good except when a production is in full swing then be ready to put in a lot of over time."" (in 197 reviews)']","['""The worst part of working at Disney would be the low pay and the plethora of annoying guests."" (in 648 reviews)', '""Long hours but while working on ship time flies and being in the Caribbean is not so bad"" (in 444 reviews)', '""poor management and disconnect from the values of the disney brand more than you\'d think"" (in 393 reviews)', '""Bad managers and sometimes the guests are the worst"" (in 161 reviews)', '""Low salary and in summer hot weather"" (in 157 reviews)']"
53,Energy Transfer,"['""Pay is good and you have benefits"" (in 50 reviews)', '""Pay is good and pay checks do not bounce."" (in 46 reviews)', '""Great people to work with"" (in 26 reviews)', '""Good salary and good location if you live in SW Houston."" (in 13 reviews)', '""Good work life balance for ticket analyst"" (in 12 reviews)']","['""Management is the worst ever"" (in 28 reviews)', '""To many managers that don’t have experience actually doing the jobs they are managing."" (in 7 reviews)', '""hours are not flexible, long hours"" (in 7 reviews)', '""This company tends to stick to the main offices and gives you almost no room to work from home."" (in 7 reviews)', '""No training."" (in 6 reviews)']"
54,Lockheed Martin,"['""Good Benefits and a full catalog of potential tech careers can be had working for them."" (in 1122 reviews)', '""Pay is good and most of the people you work with are of similar mind set."" (in 741 reviews)', '""Great People and very helpful"" (in 628 reviews)', '""They employ a very dynamic and talented workforce and encourage a good work/ life balance."" (in 545 reviews)', '""Pay attention to that and make sure you negotiate a good salary when you arrive."" (in 216 reviews)']","['""Poor management and hard to get things accomplished"" (in 439 reviews)', '""Some managers have absolutely zero clue how anything actually gets done and are poor leaders."" (in 233 reviews)', '""Chummy upper management."" (in 111 reviews)', '""Raises are small and there is a sense of penny pinching with the government sequestration going on."" (in 110 reviews)', '""Senior leadership had a very difficult time articulating that overall strategy and direction for the division."" (in 103 reviews)']"
55,Freddie Mac,"['""Company is very diverse and has great benefits."" (in 284 reviews)', '""Work/life balance and good people to work with for the most part"" (in 178 reviews)', '""Great people to work with and awesome attitudes"" (in 166 reviews)', '""Pay was good though college hires definitely were low"" (in 62 reviews)', '""Culture is great and the building are nice"" (in 58 reviews)']","['""Management is poor and partial to some individuals"" (in 79 reviews)', '""Some mid level managers do not support the cultural change/employee engagement initiatives"" (in 48 reviews)', '""Salaries are not competitive"" (in 34 reviews)', '""Proof is the fact that senior leadership are dropping like flies and we don\'t even have a CEO."" (in 29 reviews)', '""upper management is always changing"" (in 23 reviews)']"
56,Goldman Sachs Group,"['""The people are smart and helpful"" (in 1642 reviews)', '""It\'s a great culture and brings the best out of a certain type of person."" (in 718 reviews)', '""Pretty good and good pay"" (in 671 reviews)', '""The Benefits are good and is easy to navigate the firm and connect with people from any levels"" (in 545 reviews)', '""the salary is good and I am very happy with it especially since I am young."" (in 375 reviews)']","['""Long hours; can at times be stressful due to workload and expectations on short timelines"" (in 1235 reviews)', '""2) Work Life Balance ( Practically no work life balance some times work is about 12"" (in 1217 reviews)', '""late working hours when necessary"" (in 539 reviews)', '""Very bad manager."" (in 213 reviews)', '""Poor management and not very progressive"" (in 213 reviews)']"
57,Raytheon Technologies,"['""Benefits are good and as long as you get on a good project you\'ll be satisfied."" (in 810 reviews)', '""Great people to work with as they are very helpful"" (in 468 reviews)', '""the defense sector is very stable and good pay"" (in 413 reviews)', '""Sometimes when contracts come in we have to stay late to work but usually the work life balance is good."" (in 367 reviews)', '""Good Salary and working with safe environment."" (in 164 reviews)']","['""Management is poor at taking advantage of employees skills."" (in 314 reviews)', '""Managers don\'t reply to emails or phone calls inquiring about important business opportunities and needs."" (in 143 reviews)', '""Functional management culture is toxic."" (in 100 reviews)', '""Low bonuses and raises."" (in 94 reviews)', '""No training for new employees"" (in 87 reviews)']"
58,HP,"['""Work life balance is good on most teams (unless you have to interact with other timezones often)."" (in 623 reviews)', '""The people are great and HP from what I can tell likes to invest in its people."" (in 438 reviews)', '""Great culture with a lot of extra perks like an on site gym and regular catered social events."" (in 365 reviews)', '""Good benefits and well organized"" (in 259 reviews)', '""good work culture and team sprit"" (in 173 reviews)']","['""Low salary and not very interesting"" (in 328 reviews)', '""Pay is low and getting proper increment"" (in 135 reviews)', '""One big issue with this company is that they have some bad managers."" (in 108 reviews)', '""Frequent layoffs (I have seen it almost 4"" (in 59 reviews)', '""Low Compensation and rare IJP"" (in 39 reviews)']"
59,Boeing,"['""Benefits are Great and are the main reason Boeing gets away with how they treat employees"" (in 2341 reviews)', '""This is especially true if you\'re a good listener and pay attention to what they have to share."" (in 809 reviews)', '""Good work life balance and lot of oppurtunities to explore"" (in 766 reviews)', '""There are a lot of great people that are very down to earth that I enjoyed working with."" (in 664 reviews)', '""Good salary and plenty of OT opportunities"" (in 297 reviews)']","['""Poor management and very bureaucratic."" (in 610 reviews)', '""Remote managers don\'t care or know how their staff is performing (or not)."" (in 366 reviews)', '""Periodic and frequent layoffs during first 7"" (in 349 reviews)', '""Culture is old."" (in 234 reviews)', '""Poor leadership and lack of accountability at a high and medium levels of management."" (in 197 reviews)']"
60,Morgan Stanley,"['""Morgan Stanley employs some great people that are excellent to have in your personal network."" (in 1304 reviews)', '""The culture was great and I loved how there are different groups/clubs that you can join for your interests and network with other professionals"" (in 963 reviews)', '""Benefits are good and usually very competitive with the market"" (in 680 reviews)', '""Work life balance is good but ebbs and flows with the times and profit margins."" (in 595 reviews)', '""Pay is good and they provide accommodation which is very close to the office building"" (in 464 reviews)']","['""Long hours and requires you to be glued to your desk for most of the day"" (in 546 reviews)', '""The position had Poor Management"" (in 352 reviews)', '""Long and late working hours"" (in 235 reviews)', '""Managers don\'t care about your physical or mental health"" (in 193 reviews)', '""Low compensation compared to GS and JPM"" (in 168 reviews)']"
61,HCAHealthcare,"['""Benefits offered are good and decently priced"" (in 534 reviews)', '""Team work and people are great!"" (in 218 reviews)', '""Great atmosphere and coworkers."" (in 138 reviews)', '""Doctors and other staff are great."" (in 114 reviews)', '""Good work / life balance"" (in 94 reviews)']","['""Pay is low and not competitive for the amount of work done on a daily basis."" (in 323 reviews)', '""Poor management and higher up administrative staff"" (in 236 reviews)', '""I’ve only been working at this hospital for five years and took a low salary when accepting this offer."" (in 73 reviews)', '""Poor upper management."" (in 70 reviews)', '""Staff level employees and dept managers have no power to influence operations."" (in 64 reviews)']"
62,AbbVie,"['""Good company and benefits with a company that kept growing"" (in 328 reviews)', '""People I work with are great and helpful."" (in 234 reviews)', '""Great culture and very much does right by their employees"" (in 192 reviews)', '""work life balance is good"" (in 131 reviews)', '""The pay as a contractor is good and there is always work to be done."" (in 112 reviews)']","['""Lack of good leaders, highest follow ups, unhelpful leaders, leaders don\'t take responsibility, poor management and HR"" (in 107 reviews)', '""Managers have no clue on how to manage and create many imbalances and unfair standards and practices."" (in 60 reviews)', '""life balance continues to be a challenge despite vocal efforts driven by senior leadership to improve in that area."" (in 48 reviews)', '""I seriously cannot think of any negatives seeing that my last job was in the military which demanded long hours and was non"" (in 37 reviews)', '""In the larger organization; however, our group is dismissed and disrespected by our upper management."" (in 23 reviews)']"
63,Dow,"['""I thought benefits are good but now that I\'m in a new companay I realized that Dow is nowhere close to other Oil/Chemical companies."" (in 247 reviews)', '""Flexibility and great people to work with"" (in 195 reviews)', '""good pay and very safe"" (in 189 reviews)', '""good and work life balance"" (in 140 reviews)', '""This company provide good salary and benefit."" (in 94 reviews)']","['""Management in this area is poor and biased on personal opinion and not merit."" (in 81 reviews)', '""Managers have chosen to no longer hold employees accountable."" (in 32 reviews)', '""Senior leadership is obsessed with unrealistic goals and metrics that divert efforts from work that will produce true value."" (in 30 reviews)', '""Long hours and swing shift"" (in 22 reviews)', '""Current upper management runs the company like a hedgefund so you never know if you will stay a Dow facility for long."" (in 18 reviews)']"
64,Tesla,"['""great benefits and full of incredible opportunities"" (in 541 reviews)', '""Great people and feels great to be apart of the overall mission of the company."" (in 413 reviews)', '""Pay is good and it is exciting to see all the leading technology in electric cars"" (in 370 reviews)', '""Great Job and team atmoshpere"" (in 157 reviews)', '""Coworkers are great and helpful"" (in 127 reviews)']","['""No work life balance and no one seems to care."" (in 406 reviews)', '""Long hours and working weekends are fairly normal depending on the importance and timelines of projects."" (in 376 reviews)', '""Low income + high expectations + poor management meant people quickly became dissatisfied and unhappy."" (in 340 reviews)', '""Long hours due to the sheer volume of cars being delivered to customers during this time"" (in 141 reviews)', '""The managers have no auto sales/ industry experience."" (in 118 reviews)']"
65,Allstate,"['""Benefits are good if you actually work for Allstate and not through a temp service."" (in 691 reviews)', '""Good work life balance and ability to move roles/ make connections in other areas of the company"" (in 473 reviews)', '""Great people around you to get you acclimated to the environment and will help whenever needed"" (in 468 reviews)', '""The pay is good and on par with similar positions at other company’s if not more in some cases."" (in 367 reviews)', '""My current department offers work from home once a week which is great."" (in 225 reviews)']","['""like relationship between agency owner and manager which means you can’t make any complaints of the poor management."" (in 306 reviews)', '""Low salary and sales commission"" (in 155 reviews)', '""There are people/managers that worked there for years and nothing will ever happen to them even if they are bad managers."" (in 135 reviews)', '""Senior leadership in IT did not have the right type of diversity mix at the time."" (in 112 reviews)', '""Overall, claims department\'s upper management does not care about the physical or mental well being of their staff."" (in 90 reviews)']"
66,AIG,"['""Benefits are good and not as expensive as other companies"" (in 644 reviews)', '""Great people around the world which will give you an amazing network and business opportunities."" (in 463 reviews)', '""Good work life balance and 9"" (in 318 reviews)', '""The pay is good and remote working"" (in 200 reviews)', '""Depending on your department you may have a flexible or work from home schedule available."" (in 197 reviews)']","['""Poor management and lack of development of team"" (in 326 reviews)', '""Constant layoffs and organization restructuring"" (in 152 reviews)', '""Being assigned a good Manager can be a Hit or Miss"" (in 138 reviews)', '""No training to climb up the ladder"" (in 92 reviews)', '""Lack of guidance from senior management"" (in 89 reviews)']"
67,Best Buy,"['""Pay was good at the time and training for the section of the store you needed to know was helpful."" (in 1999 reviews)', '""the people you meet are great and if you want to move up in the company is great"" (in 1828 reviews)', '""The benefits are great and the tasks are not extremely difficult"" (in 1557 reviews)', '""The coworkers are great and know how to make a bad day turn out better."" (in 1031 reviews)', '""I was in school at the time so flexible hours were a must and they were understanding"" (in 911 reviews)']","['""Poor management and mistreatment of staff caused a storewide exodus of more than 20 employees."" (in 2136 reviews)', '""Some bad managers and no feeling of knowing what is going on"" (in 1049 reviews)', '""No commission and non individual bonus system in place to leave associates making only hourly rate."" (in 601 reviews)', '""Very political and far to much favoritism."" (in 486 reviews)', '""no work life balance its a all hands on deck environment right now got to save the company"" (in 411 reviews)']"
68,Charter Communications,"['""Benefits are great"" (in 60 reviews)', '""Decent Pay was about it"" (in 35 reviews)', '""Great people to work with."" (in 9 reviews)', '""Good work environment"" (in 6 reviews)', '""Good Salary"" (in 6 reviews)']","['""Bad management and there are too many stats to keep up with"" (in 17 reviews)', '""There is no work life balance"" (in 10 reviews)', '""Very old school with no work from home (even during pandems)"" (in 10 reviews)', '""Frontline employees have no credibility and senior leadership leads by fear."" (in 6 reviews)', '""long hours and very stressful"" (in 5 reviews)']"
69,Sysco,"['""Good Benefits and great 401K"" (in 359 reviews)', '""Flexible and good pay."" (in 309 reviews)', '""There are a lot of really great people working hard everyday to do the right thing."" (in 164 reviews)', '""Good money for warehouse ..always overtime ..stable job..benifits package pretty good as well.."" (in 69 reviews)', '""Good training and products to sell"" (in 65 reviews)']","['""Poor management extremely long hour its paid slave work be ready to work 6 days a week"" (in 168 reviews)', '""The hours are long (endless really) and finding work/life balance is a daily struggle."" (in 147 reviews)', '""No work life balance since you\'re so exhausted you can\'t do anything on the weekends and have no time when you get off work."" (in 112 reviews)', '""Terrible upper management."" (in 63 reviews)', '""Certain managers are downright rude and more concerned with advancing their own career than the department they manage"" (in 47 reviews)']"
70,Merck,"['""Benefits are good (middle of road for pharma) Great when compared to other industries"" (in 536 reviews)', '""There has been some really great people that have worked in Durham but many have left."" (in 368 reviews)', '""Pay was good and the year end bonus was nice."" (in 224 reviews)', '""Working in maintenance the work can have pressure at times but overall has a good work/life balance."" (in 197 reviews)', '""Good Salary and Bonus."" (in 150 reviews)']","['""Poor management; lack of trust between management and reps"" (in 177 reviews)', '""Layoffs are constant and a sign of the times."" (in 121 reviews)', '""They got rid of the good managers and kept on the ones who ran their districts into the ground"" (in 85 reviews)', '""upper management seems confused; jobs get eliinated"" (in 68 reviews)', '""Senior leadership is more concerned with attaining KPIs and schedule adherence than producing a high quality product that the customer expects."" (in 44 reviews)']"
71,New York Life Insurance,"['""Great training and very professional"" (in 428 reviews)', '""The people are great and make it easy to come into work everyday!"" (in 245 reviews)', '""Good benefits and all on"" (in 237 reviews)', '""Great Company with the strong exam support and learning environment; Work life balance guaranteed;"" (in 124 reviews)', '""Great culture and comradery."" (in 105 reviews)']","['""Captive agent and since this is a commission only position you can get into financial difficulties if you are having a bad month production"" (in 243 reviews)', '""no salary and they do not pay when you are part"" (in 184 reviews)', '""Poor management and lack of help."" (in 131 reviews)', '""The reason someone makes a good manager at NYL is because they know how to sell people."" (in 80 reviews)', '""Even more of a deathknell, upper management is slowly outsourcing every department."" (in 30 reviews)']"
72,Caterpillar,"['""They have very good benefits and they are friendly"" (in 488 reviews)', '""Pay is good and 401k awesome"" (in 415 reviews)', '""Great people to work with on a daily basis and they make really neat products that help build the world."" (in 370 reviews)', '""Work life Balance is good"" (in 341 reviews)', '""good salary and giving int\'l exposure"" (in 146 reviews)']","['""Top level management was poor"" (in 208 reviews)', '""Many layoffs and they take your pay away whenever they want"" (in 149 reviews)', '""Some of the section managers have really bad attitudes."" (in 91 reviews)', '""Absolutely zero foresight from upper management."" (in 81 reviews)', '""No job security especially for immigrants"" (in 67 reviews)']"
73,Cisco Systems,"['""Good work/life balance (for most) with plenty of tools to help get that done."" (in 2750 reviews)', '""Worked for Cisco for over 10 years the best I can say Benefits are good."" (in 2012 reviews)', '""Great people and teams who have a strong tradition of doing right by the customer and a passion for winning."" (in 1628 reviews)', '""There are alot of great people and the culture is great!"" (in 1445 reviews)', '""Very inviting and good work culture"" (in 845 reviews)']","['""This also leads to relatively frequent layoffs of redundant divisions and attrition as acquired employees become fully vested and seek opportunities elsewhere."" (in 1149 reviews)', '""Bad management with little interest in employees"" (in 676 reviews)', '""Bad Managers were promoted."" (in 553 reviews)', '""Too much politics; people don\'t work for the common goal but to justify their existence"" (in 170 reviews)', '""Senior Management is in favor of some employees in the team and really do not get into to the depth of any issues."" (in 140 reviews)']"
74,TJX,"['""workers are great people and getting an employee discount is great too."" (in 247 reviews)', '""Benefits are good if you are an associate however health insurance offered by the company is not the best."" (in 204 reviews)', '""Great and flexible hours."" (in 158 reviews)', '""Good work / life balance"" (in 153 reviews)', '""Great culture and fun place to work"" (in 152 reviews)']","['""Pay is low and not friendly"" (in 257 reviews)', '""Poor management especially with the store manager"" (in 195 reviews)', '""The people all suck and managers don\'t care"" (in 153 reviews)', '""Low salaries and unless you are a favorite of an executive promotions never happen!!"" (in 77 reviews)', '""Upper management is out of touch, doesn\'t attend meetings, and is apathetic to the stress they are putting on lower level employees."" (in 36 reviews)']"
75,Publix Super Markets,"['""Great benefits if you work full time and they do a lot for the community (5K runs for charity)."" (in 1579 reviews)', '""good hours and pay and custormer service"" (in 1112 reviews)', '""People with certain personalities that are upbeat and smile while hiding their pain make it great."" (in 571 reviews)', '""Flexible hours for students and after working there for a while you have the option to purchase Publix stock."" (in 554 reviews)', '""coworkers were friendly and easy to get along with (for the most part."" (in 400 reviews)']","['""bad management and tiring cart work"" (in 881 reviews)', '""Bad managers (sometimes)"" (in 688 reviews)', '""Not enough hours and too much favoritism"" (in 187 reviews)', '""No training in the deli"" (in 111 reviews)', '""Bad upper management means trouble for entry level and even department managers."" (in 88 reviews)']"
76,ConocoPhillips,"['""Great benefits and retirement planning"" (in 191 reviews)', '""Great people and a pretty good overall environment"" (in 127 reviews)', '""Good pay and 9/80 schedule."" (in 112 reviews)', '""Good work life balance and all that"" (in 62 reviews)', '""good salary and compensation when oil price is good."" (in 42 reviews)']","['""Poor data integration and management"" (in 70 reviews)', '""Constant layoffs and restructuring due to market."" (in 61 reviews)', '""Lots of wasted talent exists at this company and the seemingly endless supply of poor managers will never extract it."" (in 29 reviews)', '""Bad leadership and no real growth."" (in 20 reviews)', '""Upper management is from financial side of the business and are therefore more interested in stock price than in long term sustainability."" (in 12 reviews)']"
77,Liberty Mutual Insurance Group,"['""Great benefits and very flexible"" (in 910 reviews)', '""Liberty Mutual has good pay and it also good incentives when they are applied by management."" (in 591 reviews)', '""Good work/life balance if you take the initiative and don\'t let them force you into more work."" (in 458 reviews)', '""It was a great small company to work for and the people I worked with were great."" (in 407 reviews)', '""Good work from home life"" (in 255 reviews)']","['""poor management and pressure to succeed equated to poor ethics to meet sales numbers"" (in 348 reviews)', '""There are good managers but also many mediocre and poor managers."" (in 188 reviews)', '""Bad Upper Management"" (in 112 reviews)', '""Senior leadership does not know how to balance the customers needs and the business needs."" (in 83 reviews)', '""Obvious favoritism with no reason."" (in 71 reviews)']"
78,Progressive,"['""Benefits are great and 401k is unbeatable"" (in 571 reviews)', '""Pretty good pay for taking calls all day and having a license to take with you."" (in 495 reviews)', '""Work from home position is flexible with scheduling"" (in 258 reviews)', '""Great people; I genuinely like the people I interacted with throughout my time w/ Progressive."" (in 253 reviews)', '""Great culture and very family oriented"" (in 193 reviews)']","['""No work life balance... overload of claims and its quanity over quality but they stress the customer service piece"" (in 235 reviews)', '""Poor management and contradicting ethics."" (in 186 reviews)', '""Heavy work load"" (in 95 reviews)', '""One manager was great."" (in 94 reviews)', '""Long hours (45+ per week) on a consistent basis required to complete the heavy workload"" (in 88 reviews)']"
79,Nationwide,"['""Good benefits and 401k"" (in 432 reviews)', '""People I work with within my sales team are great and fun to work with."" (in 322 reviews)', '""it provides great work life balance and is diversified."" (in 304 reviews)', '""very helpful and good pay"" (in 202 reviews)', '""Really love the culture and great people"" (in 197 reviews)']","['""Poor management"" (in 161 reviews)', '""Base salary low"" (in 95 reviews)', '""senior leadership is incompetent and ineffective"" (in 69 reviews)', '""Top heavy Upper Management; know your place in the \'pecking\' order; lack of communication between lower manager levels and top level managers; small fish in BIG pond"" (in 63 reviews)', '""Lots of layoffs"" (in 37 reviews)']"
80,Tyson Foods,"['""Pay is good and if willing to move advancement is readily available."" (in 237 reviews)', '""Good benefit\'s 401k and stock purchase program"" (in 216 reviews)', '""People are great they treat you lik family as far as supervisor they bs ro much"" (in 134 reviews)', '""The company has a great culture"" (in 54 reviews)', '""Team members are great and the working enviroment is excellent"" (in 43 reviews)']","['""Poor management and not fixing machines"" (in 108 reviews)', '""Long hours and they try to work you like you are a machine instead of a human being."" (in 75 reviews)', '""supervisors are bad"" (in 36 reviews)', '""Too much favoritism towards the Hispanics as opposed to any other nationality in the plant."" (in 34 reviews)', '""There is no work life balance as we have been forced to work 85"" (in 32 reviews)']"
81,Bristol-Myers Squibb,"['""The benefits are good and the gym is nice."" (in 275 reviews)', '""Invest in its people and great benefits"" (in 259 reviews)', '""good work life balance is good"" (in 188 reviews)', '""The culture was great and very fun for a first job out of college"" (in 136 reviews)', '""Pay is good for the area but then again Syracuse is kind of an economically depressed area."" (in 121 reviews)']","['""treat employee unfair and poor management"" (in 95 reviews)', '""Good managers are rare and getting rarer."" (in 69 reviews)', '""Company senior leadership seems distant and indecisive."" (in 45 reviews)', '""Upper Management is biased and horrible!"" (in 44 reviews)', '""Senior Management is arrogant, mean and non supportive"" (in 26 reviews)']"
82,Nike,"['""Benefits are great and affordable"" (in 651 reviews)', '""The people are great and are there to work and complete the tasks at hand."" (in 635 reviews)', '""Great culture and the motivation is there to have a lot of pride in the work that you are doing."" (in 380 reviews)', '""Fun and great work life balance."" (in 276 reviews)', '""Work environment is fun and although it can get crazy you have good support."" (in 221 reviews)']","['""Poor management and lack of vision"" (in 424 reviews)', '""Low pay and no leave"" (in 342 reviews)', '""retail in general sucks and managers have big goals"" (in 273 reviews)', '""Long hours and no off days"" (in 261 reviews)', '""the low salary that you will get"" (in 124 reviews)']"
83,Deere,"['""good work life balance and industry standard compensation"" (in 356 reviews)', '""Good benefits and job flexibility"" (in 293 reviews)', '""Treat you well and good pay"" (in 272 reviews)', '""For the most part the people are great to work with and like a family."" (in 235 reviews)', '""Good culture and respect among team"" (in 156 reviews)']","['""Management Is poor needs improvement"" (in 105 reviews)', '""Most managers have been known as ladder climbing yes men/women and forget the ones behind them."" (in 71 reviews)', '""Long hours and no room to move up and do something else within the company."" (in 56 reviews)', '""conservative company and leadership, although passing through an organizational change."" (in 41 reviews)', '""VERY LONG COMMUTE TO WORK and Lack of Diversity"" (in 20 reviews)']"
