,name,Pros,Cons
48,Cummins,"['""good work/life balance is good"" (in 472 reviews)', '""Leaders role model and champion the values; company cares about its people and their lives; great products and leading edge technology"" (in 387 reviews)', '""Their benefits are good and seem to be fairly administered."" (in 260 reviews)', '""Great culture so long as you are in the \'right\' BU or organization within a given BU."" (in 249 reviews)', '""Pay is good and they are very loyal company"" (in 222 reviews)']","['""Salaries are low or uncompetative"" (in 152 reviews)', '""Management is poor and clueless about certain things"" (in 147 reviews)', '""frequent layoffs occurs."" (in 120 reviews)', '""Many managers are out to better themselves vs developing their reports."" (in 113 reviews)', '""Upper Management is a bit indecisive"" (in 43 reviews)']"
49,U.S. Bancorp,"['""Good benefits...no copay at doc visits and can purchase an extra week of vacation."" (in 655 reviews)', '""Overall the company is a good to work for and most the other employees are great people."" (in 407 reviews)', '""Good work life balance and SLA"" (in 392 reviews)', '""Culture is great and very helpful."" (in 192 reviews)', '""Great people and coworkers."" (in 147 reviews)']","['""low pay and little to no perks when you compare to other banks in the area and industry"" (in 494 reviews)', '""Management is very poor and team lacked diversity"" (in 409 reviews)', '""Managers don\'t know what they\'re doing and most of them are not willing to open/close or work weekend."" (in 187 reviews)', '""They move slow and upper management is horrible"" (in 165 reviews)', '""No training in the beginning which is hard for a new worker and no sign"" (in 152 reviews)']"
50,Paccar,"['""Good benefits and vacation."" (in 68 reviews)', '""It pays more than most other internships and I worked with great people."" (in 64 reviews)', '""401k and pension plan for those who can find a way to stay and thrive in conservative environment."" (in 48 reviews)', '""Good work / life balance"" (in 47 reviews)', '""There is good pay and they provide some strong values but those are only applied prior to a \'God Pigiot\' visit."" (in 46 reviews)']","['""Poor management and most employees seem unhappy with how things are ran and how promotions are made."" (in 49 reviews)', '""You need to be able to adapt to a conservative culture (and not waste money)"" (in 49 reviews)', '""The PMO and Project Managers have no influence in any fashion across the company."" (in 39 reviews)', '""Only senior management gets bonuses, which can be as much as 25% of their [already high] salary, and is based on yearly goals that they set."" (in 27 reviews)', '""Salary is not competitive at all considering Seattle is one of the top 10 expensive cities in US,"" (in 24 reviews)']"
51,McDonald's,"['""I got free food on my break and got to customize my meals every day which was fin and tasty"" (in 4305 reviews)', '""McDonald\'s offer flexible hours and is a very solid first job for those in high school or college."" (in 4304 reviews)', '""The people there were nice and it was quite easy to learn to execute all the job duties well."" (in 3748 reviews)', '""Pay was ok and coworkers nice"" (in 1658 reviews)', '""Free meals for every 5 hours worked and a 15% employee discount on everything else"" (in 1425 reviews)']","['""The pay is low and it is hard for me to work with the wrong management"" (in 5938 reviews)', '""very hard to get promoted and bad management u only go up if u know people"" (in 4046 reviews)', '""managers can be rude and don\'t work with your request days off unless you keep reminding them"" (in 3492 reviews)', '""Hard and low salary and without any bonus"" (in 782 reviews)', '""Breaks are short and also there is not a guaranteed time on when an employee will have his break."" (in 414 reviews)']"
52,Southern,,
53,C.H. Robinson Worldwide,"['""Good benefit if compare to other company in Malaysia as this company from oversea and more stable."" (in 272 reviews)', '""The people that work for the company are truly great people and fun to work with!"" (in 225 reviews)', '""Company and workplace culture is great"" (in 102 reviews)', '""Good work environment"" (in 63 reviews)', '""good training and you learn a lot."" (in 53 reviews)']","['""Pay is low for work put out & can take a while to receive better pay"" (in 155 reviews)', '""Poor management can really suck all the fun out of the job."" (in 125 reviews)', '""No work/life balance"" (in 81 reviews)', '""Long hours with an expectation of answering your phone/emails no matter what day or time it is."" (in 75 reviews)', '""Hiring managers do not always follow best practices which can make the job difficult."" (in 63 reviews)']"
54,Truist Financial,"['""The benefits are good they make it very easy to move up within the system."" (in 183 reviews)', '""Pay is good and generally competitive"" (in 72 reviews)', '""The people are great and they promote growth."" (in 57 reviews)', '""Great culture and forward looking company"" (in 51 reviews)', '""Work life balance is good"" (in 50 reviews)']","['""Not really room to advance and management is horrible with demanding goals to reach."" (in 63 reviews)', '""Training for new Truist sales systems and teller systems is horrible."" (in 26 reviews)', '""low salary for entry data science"" (in 21 reviews)', '""Upper management does not care at all"" (in 20 reviews)', '""Slow branches don\'t have chance for incentive but they expect you to work long hours."" (in 20 reviews)']"
55,Applied Materials,"['""Worked in one of the most advanced companies in the Austin Texas area Well paid doesn\'t require high education great people to work with"" (in 205 reviews)', '""Benefits are good and Korea internal co workers are good"" (in 189 reviews)', '""Good work life balance and able to work remotely"" (in 141 reviews)', '""good pay and semi"" (in 122 reviews)', '""only salary is good mangament is worrest"" (in 106 reviews)']","['""Bad management and stinky co"" (in 128 reviews)', '""Remaining solid engineers and managers have been stripped of authority to make sure groups play follow the leader."" (in 71 reviews)', '""Frequent layoffs hurt morale."" (in 60 reviews)', '""Long hours and getting longer as more people are laid off to get Executive management their bonuses."" (in 58 reviews)', '""Senior management continues to preach the need to retain key talent to remain competitive in multiple markets, but does not appreciate or understand the value of the resources (employees) necessary to sustain margins in existent programs or capture new business opportunities."" (in 20 reviews)']"
56,Freeport-McMoRan,"['""Good benefits and 401k with company match."" (in 133 reviews)', '""Pay is good and company housing"" (in 106 reviews)', '""Good people to work with"" (in 51 reviews)', '""Good pay and bonuses for new graduate engineers."" (in 29 reviews)', '""comfortable place to work with a lot of benefit and good salary."" (in 22 reviews)']","['""Starting just before I left and continuing afterwards, there were more issues with poor management and decision making."" (in 35 reviews)', '""Long hours and a long drive"" (in 22 reviews)', '""freeport is full of \'yes men\' and upper management is completely out of touch with employees."" (in 20 reviews)', '""One really bad manager (that no longer works there)"" (in 13 reviews)', '""Bad work life balance"" (in 11 reviews)']"
57,Lithia Motors,"['""This company has great benefits and you are able to work your way up if you show dedication and value to you department."" (in 47 reviews)', '""Great people to work with"" (in 32 reviews)', '""Coworkers are great."" (in 14 reviews)', '""Should be a good work environment."" (in 11 reviews)', '""The employees here genuinely care about you."" (in 9 reviews)']","['""Management is horrible."" (in 44 reviews)', '""long hours and sometimes stressful"" (in 32 reviews)', '""low pay and not fun"" (in 29 reviews)', '""If you get on with a Lithia store that has a good manager then you get a 5 star rating, however for my experience I did not receive that."" (in 16 reviews)', '""Little or no training."" (in 12 reviews)']"
58,Blackstone,,
59,Hartford Financial Services Group,"['""Good Benefits are at this"" (in 321 reviews)', '""It\'s a shame this place hires such great people because no one is appreciated."" (in 189 reviews)', '""You have a lot more flexibility than most places so work life balance is great."" (in 156 reviews)', '""They are flexible and the pay is good"" (in 140 reviews)', '""Work from home is great"" (in 105 reviews)']","['""Poor management created a lot of duplicate efforts by employees."" (in 120 reviews)', '""Training for positions is poor."" (in 78 reviews)', '""To much emphasis on college degrees in IT area where most managers have degree in non"" (in 74 reviews)', '""Way too much favoritism resulting in advancement of the lazy/underserving."" (in 30 reviews)', '""It seems upper management has been under pressure to reduce staff and do more with less."" (in 26 reviews)']"
60,Aflac,"['""The programs that you sell are great and the people are great."" (in 209 reviews)', '""The training was good and thorough."" (in 155 reviews)', '""You can have flexible hours and there is no limit to the amount of income you can make."" (in 112 reviews)', '""Flexible schedule and freedom to work when you want."" (in 95 reviews)', '""good hours and a flexible schedule"" (in 68 reviews)']","['""only commission based (good luck cold calling companies who are already EXTREMELY fed up with Aflac cold calls literally all the time)"" (in 326 reviews)', '""There\'s no salary so you can work all day without being compensated for it."" (in 139 reviews)', '""No benefits whatsoever and you have to be self motivated"" (in 122 reviews)', '"".the management is horrible"" (in 89 reviews)', '""you need to sell a lot of policies to make the money you want to make."" (in 80 reviews)']"
61,Whirlpool,"['""The people are great and knowledgeable."" (in 234 reviews)', '""Good benefits and living situation for interns"" (in 172 reviews)', '""Flexability and good work life balance"" (in 171 reviews)', '""The pay was good and only having to work 7 hours and getting paid 8 on 3rd was nice."" (in 145 reviews)', '""Ethics and culture are great"" (in 122 reviews)']","['""Bad Management and Bad Time Calculation Habbit"" (in 104 reviews)', '""Low salaries and little to no pay rise"" (in 65 reviews)', '""Poor leadership and management of resource + Program"" (in 55 reviews)', '""High turnover and hiring from outside means most managers don\'t understand the function they\'re managing"" (in 55 reviews)', '""Low bonus"" (in 21 reviews)']"
62,Union Pacific,"['""The pay is good and despite the slow erosion of benefits they are still good."" (in 386 reviews)', '""Good benefits (although insurance is going downhill in recent years by getting more expensive and having higher deductibles.)"" (in 381 reviews)', '""Retirement is good and that\'s it."" (in 118 reviews)', '""Great people and potential for life long associates"" (in 96 reviews)', '""Good money and fun work"" (in 63 reviews)']","['""Poor management make too many knee jerk decisions at the expense of employee satisfaction and long term employment"" (in 163 reviews)', '""must return all call regardless if they leave a message all hours .. no work life balance."" (in 118 reviews)', '""constant layoffs are hard for family budget."" (in 81 reviews)', '""Another manager accused my foreman of me of not crossing track correctly even after he said he was to far away to really see us."" (in 66 reviews)', '""work Very long hours and over time"" (in 63 reviews)']"
63,International Paper,"['""Pay is good you train and set up usually two jobs above your base job."" (in 242 reviews)', '""Good benefits and at times good employees"" (in 158 reviews)', '""workers are great people to work with and are dedicated to doing a good job."" (in 111 reviews)', '""Good salary and the people that work with you are friendly."" (in 45 reviews)', '""Great opportunities coming out of college and being hired directly into IP."" (in 27 reviews)']","['""Long hours no work life balance"" (in 76 reviews)', '""Long hours hard to balance life"" (in 70 reviews)', '""Management is poor"" (in 70 reviews)', '""Very hit or miss on whether or not you will get a good or bad manager."" (in 25 reviews)', '""you will work long hours and come in on your days off but that\'s manufacturing"" (in 25 reviews)']"
64,AltriaGroup,,
65,CDW,"['""There is a great culture in each individual branch as well as across the nation as one unified company."" (in 239 reviews)', '""The best thing about CDW is we have some really great people who really care about our customers and our company."" (in 206 reviews)', '""CDW offers great benefits and a company you can be proud to say you work for."" (in 204 reviews)', '""There is also a great work life balance as long as you prove that you are a high performer."" (in 134 reviews)', '""There was a lot of great training on the different technologies and products on an ongoing basis."" (in 134 reviews)']","['""Pay is low and \'raises\' are less than 3% yet your review will always say how great of a worker you are."" (in 142 reviews)', '""Salaries are low and don\'t seem to be adjusted for higher cost of living areas."" (in 133 reviews)', '""Poor management and insane expectations"" (in 115 reviews)', '""the problem is the managers have been thre too long so don\'t know what the real world is like any more."" (in 72 reviews)', '""disgustingly low base salary 30k when you start and then goes to 25k when you get \'promoted\'"" (in 64 reviews)']"
66,ManpowerGroup,"['""Great People that work tougher and have a pride aimed towards company and client goals."" (in 67 reviews)', '""Good benefits and PTO."" (in 50 reviews)', '""Great colleagues to work with."" (in 30 reviews)', '""Great Opportunity to explore and gain experience for Newbie"" (in 29 reviews)', '""Culture is great!"" (in 29 reviews)']","['""Low pay (starts at 13$ an hour when I left after a year and a half 16$)"" (in 65 reviews)', '""Low salary for the amount of work we are assigned to"" (in 56 reviews)', '""poor management likes you one day and not the next for no reason"" (in 47 reviews)', '""Poor management and leadership."" (in 31 reviews)', '""Toxic managers can be in there"" (in 25 reviews)']"
67,PG&E,"['""People are great and friendly and it\'s easy to make friends if you are moving there as the majority of people are not from Cincinnati."" (in 920 reviews)', '""Some Good Benefits and Resources"" (in 761 reviews)', '""great culture and flexibility and care"" (in 477 reviews)', '""Salaries are good for an average person in Pakistan and rotation is a plus for people who want growth."" (in 436 reviews)', '""Good pay & extralegal"" (in 410 reviews)']","['""Doesn’t care about its employees’ mental health and there’s no work life balance."" (in 484 reviews)', '""A good manager helps you progress but a bad manager can totally ruin your career"" (in 219 reviews)', '""bad management and politics"" (in 207 reviews)', '""long hours and some over time"" (in 154 reviews)', '""Too many employees thus career progression will be slow and time based"" (in 120 reviews)']"
68,Carrier Global,,
69,Baker Hughes,"['""good benefits and people and their technologies are good"" (in 220 reviews)', '""Great people and technology that focuses on customer intimacy by providing first class service and value added."" (in 167 reviews)', '""Good Pay and 401K."" (in 151 reviews)', '""Flexible and offers good work life balance"" (in 125 reviews)', '""Since it comes under IG Metall Union lots of Employee protection and good salaries"" (in 110 reviews)']","['""poor management !"" (in 113 reviews)', '""Manager broke many of their employee had book and contract protocols on dealing with someone having said issues."" (in 52 reviews)', '""There is no job security especially for contract staff"" (in 39 reviews)', '""Long Hours and 24/7 coverage"" (in 32 reviews)', '""Information isn\'t passed through effectively and none of the senior leadership owns their decisions."" (in 30 reviews)']"
70,Cleveland-Cliffs,"['""New contract includes a great benefit package"" (in 50 reviews)', '""Pay is good and that is all"" (in 40 reviews)', '""Great people to work with"" (in 28 reviews)', '""Good salary ."" (in 12 reviews)', '""Money is good."" (in 10 reviews)']","['""workers, poor management, discrimination, drama fueled environment"" (in 17 reviews)', '""Upper management is bloated, has no direction, and at times is utterly clueless to important issues."" (in 11 reviews)', '""Long hours and the Union workers are rude."" (in 7 reviews)', '""Bad work/life balance."" (in 6 reviews)', '""Can be as many managers as operators, many of which have a real disconnect with those getting dirty."" (in 5 reviews)']"
71,United States Steel,"['""Good benefits that are paid for 100% by the company thanks to our Union."" (in 192 reviews)', '""A lot of hours and good pay"" (in 172 reviews)', '""People are great and working in small groups with specific goals is rewarding"" (in 60 reviews)', '""Good Money if you want to work your life away and be threatened with your job on a regular basis."" (in 32 reviews)', '""Salary was good till they stopped paying"" (in 29 reviews)']","['""Poor management: US steel is running by and for the consulting company."" (in 78 reviews)', '""No work life balance and old attitudes."" (in 45 reviews)', '""Long hours and night shifts are common"" (in 42 reviews)', '""Deaf upper management."" (in 34 reviews)', '""Many layoffs including some very questionable ones."" (in 33 reviews)']"
72,Becton Dickinson,"['""Good benefits if converted to full time."" (in 19 reviews)', '""Great culture and good life/work balance."" (in 12 reviews)', '""Good people to work with."" (in 10 reviews)', '""Good work environment in some departments"" (in 8 reviews)', '""Great work life balance."" (in 7 reviews)']","['""Poor Management happens at Bd"" (in 7 reviews)', '""Very bad sterilization department and bad manager."" (in 5 reviews)', '""Long hours."" (in 3 reviews)']"
73,CarMax,"['""Benefits are good and affordable"" (in 555 reviews)', '""Great people and very diverse"" (in 312 reviews)', '""CarMax provides great training and is on the cutting edge of technology for the industry."" (in 238 reviews)', '""Culture is great and rewarding"" (in 164 reviews)', '""coworkers are great and friendly!"" (in 124 reviews)']","['""Pay is low for the role (teammate with same title and less experience makes 12k/yr more than I do)"" (in 330 reviews)', '""Poor management made up of people who don\'t know what they are doing and lack the industry standard common sense."" (in 328 reviews)', '""Managers have to write observations on you for everything that you do good or bad."" (in 223 reviews)', '""Like any car dealership you’re expected to work long hours and come in on off days"" (in 197 reviews)', '""Too many hours worked no work life balance"" (in 160 reviews)']"
74,Sherwin-Williams,"['""Great benefits and 401k"" (in 755 reviews)', '""good pay (But I asked for more before saying yes to the offer and it was granted. ) for part"" (in 570 reviews)', '""Great people and interactions"" (in 338 reviews)', '""I had great training and was provided with plenty of tools to help me learn about products I didnt know about."" (in 125 reviews)', '""On top of a good salary you can earn bonus money and the better the sales the better the bonus money!"" (in 124 reviews)']","['""Long hours and a lot of hard work if you want to make a decent living"" (in 289 reviews)', '""Bad data and sometimes toxic upper management"" (in 261 reviews)', '""Poor management and open too late"" (in 250 reviews)', '""No work life balance because you are always on the phone fixing problems as long as the store is open (sometimes outside of store hours)."" (in 239 reviews)', '""Just not a position for everyone however a lot of the managers have been with the company for years"" (in 212 reviews)']"
75,Builders FirstSource,"['""benefits are good but should be offered at time of hire without wait period"" (in 31 reviews)', '""the pay was good"" (in 27 reviews)', '""Great people to work with"" (in 22 reviews)', '""Casual work environment."" (in 10 reviews)', '""Great coworkers across the US."" (in 6 reviews)']","['""2: Poor management"" (in 20 reviews)', '""No training for current employees to possibly move up."" (in 11 reviews)', '""Upper management is happy to manage by email but does little to support."" (in 9 reviews)', '""Long hours due to lack of planning/communication."" (in 7 reviews)', '""Long hours starting from 6am"" (in 7 reviews)']"
76,Marsh & McLennan,"['""A lot of really great people and no other broker has the caliber of people that Marsh does."" (in 96 reviews)', '""Benefits considered good and flexible"" (in 89 reviews)', '""a good work life balance"" (in 51 reviews)', '""Great colleagues to work with although many of the best and brightest have had enough and starting to leave"" (in 43 reviews)', '""Good culture and WLB for all."" (in 39 reviews)']","['""Pay is low and the longer you work at Marsh the further behind your peers at other companies you get."" (in 38 reviews)', '""Poor management, They are very self"" (in 38 reviews)', '""Low salary for my expertise, hours and effort"" (in 36 reviews)', '""No training plans in place at all for new staff or for career progression."" (in 21 reviews)', '""Minimal bonus and salary increases."" (in 13 reviews)']"
77,PNC Financial Services,"['""The unlimited OT offered by my department was the best benefit."" (in 4 reviews)']","['""management and hr could have been better"" (in 4 reviews)', '""Yea, the pay is fair but at some point it was not worth it."" (in 4 reviews)', '""They will not give you a raise ever."" (in 3 reviews)']"
78,Lumen Technologies,"['""Benefits are good and the actual fiber network is good once it is up and running."" (in 531 reviews)', '""Good work Life Balance but not more than that"" (in 402 reviews)', '""The pay is good and the product line is broad"" (in 316 reviews)', '""Great people on the local level who truly care about their jobs and taking care of customers."" (in 307 reviews)', '""Flexible and can work from home."" (in 106 reviews)']","['""Poor management and too hard of a push on sales above everything."" (in 280 reviews)', '""The senior leadership was more worried skewing the numbers with company provided applications that were disastrous at best."" (in 111 reviews)', '""As a result the majority of the good managers and directors that had the years retired."" (in 107 reviews)', '""CenturyLink upper management has been in turmoil for some time, and is not able to make or follow through with a plan."" (in 105 reviews)', '""They have no training for critical job functions and then they blame you if you do domething wrong"" (in 97 reviews)']"
79,Avnet,"['""People are great and experienced"" (in 103 reviews)', '""Good benefits (including a pension which is rare today)"" (in 86 reviews)', '""Technology Solutions (now part of Tech Data) had a great culture for a number of years."" (in 38 reviews)', '""The work life balance is good and no one tends to stay late for the sake of it and generally leave around five thirty."" (in 35 reviews)', '""If you\'re able to work with a great manager it makes all the difference."" (in 23 reviews)']","['""Management was poor and based upon who you knew for advancement"" (in 76 reviews)', '""I attribute this (as well as the average pay) in part to the low"" (in 32 reviews)', '""Upper management is practically all men and are all close friends"" (in 23 reviews)', '""Low salary and promotion opportunitiesp"" (in 23 reviews)', '""Layoffs a regular occurrence."" (in 22 reviews)']"
80,Tenet Healthcare,"['""Benefits were good and reasonably priced"" (in 103 reviews)', '""The pay was good and I enjoyed the 5 years I spent with this company."" (in 58 reviews)', '""Meet great people and provide service to employees."" (in 54 reviews)', '""Salary is good but it’s not everything"" (in 27 reviews)', '""The staff is great and will help challenge you to grow."" (in 24 reviews)']","['""Poor management for the most part and they did not invest in our hospital or community."" (in 78 reviews)', '""Poor Leadership."" (in 30 reviews)', '""Communication is poor"" (in 14 reviews)', '""401k vest 5 years, some Managers are controlling and hr does nothing about it when they are told."" (in 14 reviews)', '""Upper management is horrible."" (in 13 reviews)']"
81,Kimberly-Clark,"['""The people are great and they are very willing to answer any questions that you may have!"" (in 227 reviews)', '""Great culture and values."" (in 177 reviews)', '""Good benefits and leave policy"" (in 176 reviews)', '""Work Life balance is good"" (in 128 reviews)', '""The pay is good and there\'s overtime."" (in 115 reviews)']","['""Poor management; lack of real leaders."" (in 58 reviews)', '""A lack of any real dialogue between senior leadership and the managers who\'ve been tasked to drive the businesses."" (in 42 reviews)', '""If upper management were aware of how often this goes on I don\'t think they would be happy."" (in 29 reviews)', '""Long hours with no backup for some people(situation worsens when leadership does not know how to prioritize)"" (in 26 reviews)', '""If you have a bad manager you\'ll get nowhere."" (in 24 reviews)']"
82,Kohl's,"['""The people are great and will go to the ends of the earth to help you"" (in 972 reviews)', '""The coworkers are great and easy to work with they try to help you out when you first start with everything"" (in 817 reviews)', '""Definitely the fact that the hours are flexible and you are working in a team oriented environment."" (in 784 reviews)', '""good benefits and not always busy"" (in 526 reviews)', '""Flexible schedule and felt good to help customers."" (in 451 reviews)']","['""Low pay and messy store at times which means you are constantly hanging clothes up."" (in 1529 reviews)', '""Poor management of getting employees to take on the next needed jobs at the company before they are furloughed."" (in 1000 reviews)', '""Managers were rude and mean and I head several stories from recent employees that they had been throwing customers belongings."" (in 662 reviews)', '""There is no training other than videos you are expected to watch and thereby learn what your job should entail."" (in 340 reviews)', '""Not much above minimum wage"" (in 136 reviews)']"
83,BlackRock,"['""People are smart and great to work with"" (in 417 reviews)', '""Culture is great very friendly"" (in 386 reviews)', '""good work / life balance"" (in 247 reviews)', '""Good benefits and always trying to improve."" (in 244 reviews)', '""Smart colleagues with a good work environemnt and flat hiearcy structure allowing you to contact people at any level"" (in 89 reviews)']","['""Long hours and not much help"" (in 155 reviews)', '""Inefficient organization and poor management at the group level"" (in 120 reviews)', '""Low pay and blackrock discount common"" (in 117 reviews)', '""low salary and bonus."" (in 105 reviews)', '""Majority of middle managers have very poor industry expertise and desperately suffer from imposter syndrome."" (in 80 reviews)']"
84,Jones Lang LaSalle,,
85,Lear,"['""good benefits are offered by teh company"" (in 78 reviews)', '""Good pay and a lot of extra hours(if your into that kind of thing)"" (in 71 reviews)', '""Great co workers and people to meet"" (in 66 reviews)', '""Good Work life balance"" (in 41 reviews)', '""Good culture, learn is more ,"" (in 28 reviews)']","['""Poor Management and not helpful to each other"" (in 70 reviews)', '""Low salary and it remain lower"" (in 38 reviews)', '""long hours and very dusty"" (in 27 reviews)', '""Crazy long hours."" (in 17 reviews)', '""Bad Managers."" (in 14 reviews)']"
86,Lincoln National,"['""The benefits are great and they offer free financial advisory services and reimburse tuition at 100%."" (in 267 reviews)', '""The people there are great and high energy."" (in 118 reviews)', '""Pay is good and food"" (in 73 reviews)', '""Work Life Balance is great"" (in 64 reviews)', '""The culture and people at Lincoln are great!"" (in 55 reviews)']","['""Management is poor."" (in 71 reviews)', '""All the managers were terrible in my area."" (in 44 reviews)', '""Poor training, rules & guidlines inconsistencies, poorly staff, no cost of living raise and lots of KARENS!"" (in 31 reviews)', '""moving company afraid to adapt and innovate, poor leadership"" (in 28 reviews)', '""Upper management can be really condescending and won’t always ask for your side of the story, and just throw you under the bus right in front of the customer."" (in 14 reviews)']"
87,Charles Schwab,"['""Benefits are good and fair."" (in 434 reviews)', '""Great people and enjoyed my time even during a virtual envirnoment"" (in 373 reviews)', '""Corporate culture is great because people buy in and work towards making everyone financially fit."" (in 318 reviews)', '""Good work life balance and flexibility."" (in 215 reviews)', '""Great training and a fantastic start for someone interested in a career in finance."" (in 85 reviews)']","['""Low pay; have be on the phones for a while before you can move into another area."" (in 185 reviews)', '""Poor management and team."" (in 162 reviews)', '""Hope to get a good manager as many are puppets and are only looking out for themselves."" (in 133 reviews)', '""Low salary for entry level positions"" (in 85 reviews)', '""Management became populated with \'yes\' people who could quickly change loyalties to the new \'senior leadership\' without any regard for self"" (in 61 reviews)']"
88,Ross Stores,"['""people you work with are great!! an if you are lucky you will have a DM that is really understanding of the retail world"" (in 354 reviews)', '""Flexible hours and very family oriented"" (in 340 reviews)', '""Some coworkers were great to know and helpful"" (in 335 reviews)', '""They have benefits for all full times and they are great but are more for managers since they can afford the full benefits."" (in 248 reviews)', '""Flexible scheduling and always willing to help out with any questions"" (in 203 reviews)']","['""Bad management and very unorganized."" (in 591 reviews)', '""The pay is low and you are not rewarded for working harder than other employees."" (in 564 reviews)', '""Managers are rude and could careless about you they only care about you getting to work."" (in 345 reviews)', '""There\'s practically no training and you\'re often worked past schedule if you\'re closing."" (in 149 reviews)', '""There is no work/life balance"" (in 129 reviews)']"
89,Mastercard,"['""Good work life balance and if willing to learn new thing you will have ample scope."" (in 450 reviews)', '""Not only are the benefits really good but I don\'t just come to work and do my day job!"" (in 392 reviews)', '""Some people are great and helpful"" (in 293 reviews)', '""Many companies talk about have a great culture while Mastercard walks the talk on this."" (in 281 reviews)', '""Pay was good and competitive"" (in 141 reviews)']","['""Management is poor"" (in 105 reviews)', '""Managers do not follow MC guidelines and proccesses with a \'I am above the policy\' attitude."" (in 86 reviews)', '""Long hours depending on department; such a large company that you may feel like a small fish in a big pond"" (in 44 reviews)', '""Procrastinators are abundant within senior management."" (in 44 reviews)', '""no career progression for customer service jobs"" (in 28 reviews)']"
90,Genuine Parts,"['""Good benefits, profit sharing, insurance, 401 retirement and discount on parts purchases."" (in 33 reviews)', '""The software developers I worked alongside were all really great people to work with and gave a lot of support when needed."" (in 23 reviews)', '""My pay was decent!"" (in 22 reviews)', '""year company with great culture and diverse workforce that values old"" (in 11 reviews)', '""Great Coworkers"" (in 6 reviews)']","['""Management does not care."" (in 29 reviews)', '""The upper Management would not provide feedback frequent enough and would blow up on you for nothing."" (in 12 reviews)', '""Salary was low for hours worked, but when factoring other expenses paid for it wasn’t terrible."" (in 7 reviews)', '""A lot of managers do not hold people accountable for not meeting their deadlines"" (in 6 reviews)', '""Long hours"" (in 6 reviews)']"
91,WestRock,"['""Good to us and good pay"" (in 211 reviews)', '""good benefits but very decentralized"" (in 148 reviews)', '""Awesome people and great experiences for an intern!"" (in 132 reviews)', '""Good salary and lots of overtime."" (in 30 reviews)', '""money was good and hours"" (in 30 reviews)']","['""Management is poor."" (in 111 reviews)', '""No work / life balance"" (in 68 reviews)', '""Long hours needed to keep up"" (in 38 reviews)', '""Terrible upper management."" (in 30 reviews)', '""Some not all bad managers"" (in 26 reviews)']"
92,EOG Resources,"['""Great benefits if you can come on as an employee and not contract"" (in 35 reviews)', '""Great pay and well managed"" (in 20 reviews)', '""Some people are great but that’s few and far between..."" (in 17 reviews)', '""Good work life balance"" (in 7 reviews)', '""great company culture and people"" (in 7 reviews)']","['""Poor management"" (in 17 reviews)', '""existent so some managers are awful to work for), strange S&E hierarchy, \'perception is reality\' mentality, and often HR is absolutely useless for conflict resolution."" (in 7 reviews)', '""No room for advancement really."" (in 5 reviews)', '""long hours and lots of driving"" (in 4 reviews)', '""Must be able to adapt and deal with ever shifting deadlines and a lack of project management."" (in 2 reviews)']"
93,goanizant Technology,,
94,Moderna,"['""Good benefits and perks."" (in 45 reviews)', '""great people to work for"" (in 24 reviews)', '""Good Pay and all kinds of benefits"" (in 13 reviews)', '""Easy, and good culture"" (in 11 reviews)', '""You can learn about, everyone who is here to stay is smart, collaborative"" (in 9 reviews)']","['""No work/ life balance"" (in 14 reviews)', '""Has potential for getting swamped with work, management also has lots of work to do so sometimes 1on1s are second priority"" (in 14 reviews)', '""long hours but that comes with the territory!"" (in 9 reviews)', '""Managers often have 6"" (in 9 reviews)', '""Overtly hostile upper management, exploitative labor practices, inane personality conflicts obliterating professionalism, absurd secrecy bordering on paranoia."" (in 8 reviews)']"
95,Steel Dynamics,"['""Great pay and profit sharing."" (in 20 reviews)', '""pay and benefits were good but unless you were on days the rotating 12s got old."" (in 18 reviews)', '""Great Benefits, Culture, and Pay"" (in 5 reviews)', '""Excellent coworkers, well"" (in 4 reviews)', '""Has great pay and bonuses."" (in 4 reviews)']","['""Poor management."" (in 11 reviews)']"
96,HF Sinclair,,
97,Texas Instruments,"['""good benefit and match program"" (in 318 reviews)', '""People were great and the company was great and family environment"" (in 315 reviews)', '""It is good and good work life balance"" (in 220 reviews)', '""Good Co Workers and Pay"" (in 182 reviews)', '""Great culture and very diverse"" (in 124 reviews)']","['""unorganized and poor general management"" (in 147 reviews)', '""some bad managers."" (in 89 reviews)', '""but the people who outlasted many layoffs to stay that long are really the exception."" (in 57 reviews)', '""6) All the upper management cares about is cost reduction and sales."" (in 40 reviews)', '""Long hours are asked to work on projects that are then ended before product goes to market."" (in 39 reviews)']"
98,Emerson Electric,"['""Good work life balance with 3 days work from home and 2 days in the office"" (in 331 reviews)', '""Great people and highly professionalism"" (in 322 reviews)', '""Good benefit and lot of things can learn from high level of professional"" (in 246 reviews)', '""Good Culture and Values."" (in 156 reviews)', '""Healthy and Good work environment"" (in 116 reviews)']","['""Not very diverse and low salaries"" (in 284 reviews)', '""Poor management and constant changing of roles and restructuring departments."" (in 206 reviews)', '""Low pay and not good with current market"" (in 143 reviews)', '""I honestly didn’t know it was possible to have so many managers and directors in one particular group."" (in 80 reviews)', '""Compensation is average and could be better to meet the other area companies."" (in 43 reviews)']"
